contractor_id,contractor_type,license_number,business_name,status_bucket
33802,Commercial,,,LA
34359,Commercial,,,LA
53344,Residential,,,LA
31473,Commercial,,,LA
15244,Commercial,,,LA
41842,Residential,,,LA
30616,Commercial,,,LA
37971,Residential,,,LA
49836,Residential,,,LA
37974,Residential,,,LA
37976,Residential,,,LA
44079,Residential,,,LA
21114,Commercial,,,LA
31102,Commercial,,,LA
31733,Commercial,,,LA
50309,Residential,,,LA
43087,Residential,,,LA
52475,Residential,,,LA
36066,Commercial,,,LA
52491,Residential,,,LA
50403,Residential,,,LA
34980,Commercial,,,LA
41225,Residential,,,LA
15258,Commercial,,,LA
24271,Commercial,,,LA
15259,Commercial,,,LA
28311,Commercial,,,LA
29180,Commercial,,,LA
35038,Commercial,,,LA
32128,Commercial,,,LA
26742,Commercial,,,LA
20162,Commercial,,,LA
15262,Commercial,,,LA
51643,Residential,,,LA
24811,Commercial,,,LA
48677,Residential,,,LA
33604,Commercial,,,LA
36220,Commercial,,,LA
15268,Commercial,,,LA
35869,Commercial,,,LA
31243,Commercial,,,LA
15269,Commercial,,,LA
34858,Commercial,,,LA
19366,Commercial,,,LA
28172,Commercial,,,LA
30189,Commercial,,,LA
15274,Commercial,,,LA
27994,Commercial,,,LA
15278,Commercial,,,LA
34003,Commercial,,,LA
20456,Commercial,,,LA
35361,Commercial,,,LA
28240,Commercial,,,LA
34398,Commercial,,,LA
55028,Residential,,,LA
25028,Commercial,,,LA
33418,Commercial,,,LA
32155,Commercial,,,LA
54632,Residential,,,LA
19195,Commercial,,,LA
41967,Residential,,,LA
30658,Commercial,,,LA
48213,Residential,,,LA
15288,Commercial,,,LA
36063,Commercial,,,LA
54411,Residential,,,LA
15294,Commercial,,,LA
15295,Commercial,,,LA
15299,Commercial,,,LA
30094,Commercial,,,LA
38004,Residential,,,LA
34752,Commercial,,,LA
52589,Residential,,,LA
35207,Commercial,,,LA
43899,Residential,,,LA
51647,Residential,,,LA
38006,Residential,,,LA
35632,Commercial,,,LA
53843,Residential,,,LA
50810,Residential,,,LA
20882,Commercial,,,LA
28139,Commercial,,,LA
33777,Residential,,,LA
38016,Residential,,,LA
43802,Residential,,,LA
15405,Commercial,,,LA
25468,Commercial,,,LA
34865,Commercial,,,LA
25732,Commercial,,,LA
15320,Commercial,,,LA
34942,Commercial,,,LA
35661,Commercial,,,LA
15321,Commercial,,,LA
33357,Commercial,,,LA
34596,Commercial,,,LA
19966,Commercial,,,LA
20636,Commercial,,,LA
34093,Commercial,,,LA
30640,Commercial,,,LA
36188,Commercial,,,LA
53787,Residential,,,LA
25099,Commercial,,,LA
36333,Commercial,,,LA
36020,Commercial,,,LA
15330,Commercial,,,LA
24897,Commercial,,,LA
30991,Commercial,,,LA
55049,Residential,,,LA
30055,Commercial,,,LA
26214,Commercial,,,LA
31891,Commercial,,,LA
15335,Commercial,,,LA
34313,Commercial,,,LA
35803,Commercial,,,LA
51648,Residential,,,LA
10514,Commercial,,,LA
54805,Residential,,,LA
33348,Commercial,,,LA
26141,Commercial,,,LA
34251,Commercial,,,LA
31219,Commercial,,,LA
31138,Commercial,,,LA
26481,Commercial,,,LA
48960,Residential,,,LA
50221,Residential,,,LA
33758,Commercial,,,LA
35868,Commercial,,,LA
25197,Commercial,,,LA
35433,Commercial,,,LA
55127,Residential,,,LA
34627,Commercial,,,LA
35612,Commercial,,,LA
54117,Residential,,,LA
15359,Commercial,,,LA
15360,Commercial,,,LA
50745,Residential,,,LA
50069,Residential,,,LA
53600,Residential,,,LA
44775,Residential,,,LA
38070,Residential,,,LA
38072,Residential,,,LA
15362,Commercial,,,LA
42795,Residential,,,LA
48887,Residential,,,LA
29063,Commercial,,,LA
25043,Commercial,,,LA
23399,Commercial,,,LA
29012,Commercial,,,LA
15367,Commercial,,,LA
50972,Residential,,,LA
15372,Commercial,,,LA
50427,Residential,,,LA
35662,Commercial,,,LA
43124,Residential,,,LA
33746,Commercial,,,LA
34635,Commercial,,,LA
43484,Residential,,,LA
30271,Commercial,,,LA
51262,Residential,,,LA
25141,Commercial,,,LA
30161,Commercial,,,LA
43187,Residential,,,LA
35761,Commercial,,,LA
43570,Residential,,,LA
19553,Commercial,,,LA
38088,Residential,,,LA
38089,Residential,,,LA
55017,Residential,,,LA
15376,Commercial,,,LA
38091,Residential,,,LA
19073,Commercial,,,LA
49621,Residential,,,LA
15379,Commercial,,,LA
15382,Commercial,,,LA
22838,Commercial,,,LA
35999,Residential,,,LA
28260,Commercial,,,LA
38102,Residential,,,LA
51722,Residential,,,LA
36304,Commercial,,,LA
23094,Commercial,,,LA
36384,Commercial,,,LA
29170,Commercial,,,LA
25364,Commercial,,,LA
21676,Commercial,,,LA
30851,Commercial,,,LA
23893,Commercial,,,LA
15393,Commercial,,,LA
23250,Commercial,,,LA
49865,Residential,,,LA
15396,Commercial,,,LA
20217,Commercial,,,LA
34639,Commercial,,,LA
35735,Commercial,,,LA
35033,Commercial,,,LA
13932,Commercial,,,LA
54137,Residential,,,LA
44034,Residential,,,LA
53166,Residential,,,LA
31799,Commercial,,,LA
15401,Commercial,,,LA
51766,Residential,,,LA
35062,Commercial,,,LA
50930,Residential,,,LA
34657,Commercial,,,LA
26113,Commercial,,,LA
15408,Commercial,,,LA
32106,Commercial,,,LA
31122,Commercial,,,LA
10408,Commercial,,,LA
38114,Residential,,,LA
20125,Commercial,,,LA
49932,Residential,,,LA
22355,Commercial,,,LA
51590,Residential,,,LA
32666,Commercial,,,LA
23615,Commercial,,,LA
34087,Commercial,,,LA
36504,Commercial,,,LA
35968,Commercial,,,LA
20926,Commercial,,,LA
26644,Commercial,,,LA
24769,Commercial,,,LA
42452,Residential,,,LA
51649,Residential,,,LA
22568,Commercial,,,LA
54935,Residential,,,LA
33914,Commercial,,,LA
35793,Commercial,,,LA
20639,Commercial,,,LA
23154,Commercial,,,LA
19197,Commercial,,,LA
52876,Residential,,,LA
23941,Commercial,,,LA
38144,Residential,,,LA
16851,Commercial,,,LA
22869,Commercial,,,LA
51430,Residential,,,LA
24227,Commercial,,,LA
36078,Commercial,,,LA
41233,Residential,,,LA
33859,Commercial,,,LA
53916,Residential,,,LA
26705,Commercial,,,LA
20395,Commercial,,,LA
23914,Commercial,,,LA
31494,Commercial,,,LA
55154,Residential,,,LA
15009,Commercial,,,LA
25797,Commercial,,,LA
32922,Commercial,,,LA
15447,Commercial,,,LA
15450,Commercial,,,LA
18647,Commercial,,,LA
15452,Commercial,,,LA
26230,Commercial,,,LA
38178,Residential,,,LA
32391,Commercial,,,LA
21729,Commercial,,,LA
38180,Residential,,,LA
43955,Residential,,,LA
51353,Residential,,,LA
49069,Residential,,,LA
49971,Residential,,,LA
33209,Commercial,,,LA
51948,Residential,,,LA
38186,Residential,,,LA
23743,Commercial,,,LA
34259,Commercial,,,LA
34886,Commercial,,,LA
50109,Residential,,,LA
15462,Commercial,,,LA
30726,Commercial,,,LA
26355,Commercial,,,LA
35558,Commercial,,,LA
51131,Residential,,,LA
30888,Commercial,,,LA
31599,Commercial,,,LA
24361,Commercial,,,LA
34264,Commercial,,,LA
31342,Commercial,,,LA
36412,Commercial,,,LA
33393,Commercial,,,LA
31813,Commercial,,,LA
35220,Commercial,,,LA
30840,Commercial,,,LA
15470,Commercial,,,LA
33935,Commercial,,,LA
42722,Residential,,,LA
53715,Residential,,,LA
34345,Commercial,,,LA
50501,Residential,,,LA
49478,Residential,,,LA
50440,Residential,,,LA
35607,Commercial,,,LA
49839,Residential,,,LA
33971,Commercial,,,LA
36067,Commercial,,,LA
29144,Commercial,,,LA
23896,Commercial,,,LA
34225,Commercial,,,LA
42796,Residential,,,LA
36326,Commercial,,,LA
51246,Residential,,,LA
31578,Commercial,,,LA
32204,Commercial,,,LA
33621,Commercial,,,LA
21347,Commercial,,,LA
34889,Commercial,,,LA
52959,Residential,,,LA
35888,Commercial,,,LA
35545,Commercial,,,LA
15482,Commercial,,,LA
49936,Residential,,,LA
27983,Commercial,,,LA
34678,Commercial,,,LA
35087,Commercial,,,LA
21024,Commercial,,,LA
31703,Commercial,,,LA
50160,Residential,,,LA
51364,Residential,,,LA
15487,Commercial,,,LA
15489,Commercial,,,LA
50020,Residential,,,LA
34901,Commercial,,,LA
35680,Commercial,,,LA
26681,Commercial,,,LA
15492,Commercial,,,LA
35298,Commercial,,,LA
54270,Residential,,,LA
24457,Commercial,,,LA
54113,Residential,,,LA
15493,Commercial,,,LA
18649,Commercial,,,LA
35556,Commercial,,,LA
38206,Residential,,,LA
36087,Commercial,,,LA
15499,Commercial,,,LA
50844,Residential,,,LA
30366,Commercial,,,LA
22969,Commercial,,,LA
15503,Commercial,,,LA
36054,Commercial,,,LA
22095,Commercial,,,LA
34767,Commercial,,,LA
54878,Residential,,,LA
48679,Residential,,,LA
28290,Commercial,,,LA
15506,Commercial,,,LA
41844,Residential,,,LA
15510,Commercial,,,LA
19522,Commercial,,,LA
50096,Residential,,,LA
15512,Commercial,,,LA
38223,Residential,,,LA
51615,Residential,,,LA
35201,Commercial,,,LA
31152,Commercial,,,LA
49938,Residential,,,LA
34599,Commercial,,,LA
15519,Commercial,,,LA
15520,Commercial,,,LA
50819,Residential,,,LA
25160,Commercial,,,LA
15522,Commercial,,,LA
28467,Commercial,,,LA
38233,Residential,,,LA
15527,Commercial,,,LA
15529,Commercial,,,LA
20110,Commercial,,,LA
38239,Residential,,,LA
23873,Commercial,,,LA
23676,Commercial,,,LA
25080,Commercial,,,LA
52807,Residential,,,LA
28407,Commercial,,,LA
19950,Commercial,,,LA
35727,Commercial,,,LA
17207,Commercial,,,LA
50231,Residential,,,LA
26420,Commercial,,,LA
38245,Residential,,,LA
30844,Commercial,,,LA
35734,Commercial,,,LA
36209,Commercial,,,LA
28261,Commercial,,,LA
54089,Residential,,,LA
15547,Commercial,,,LA
19157,Commercial,,,LA
25957,Commercial,,,LA
23719,Commercial,,,LA
24654,Commercial,,,LA
38252,Residential,,,LA
41394,Residential,,,LA
28164,Commercial,,,LA
15555,Commercial,,,LA
15556,Commercial,,,LA
15557,Commercial,,,LA
31523,Commercial,,,LA
38253,Residential,,,LA
34352,Residential,,,LA
19960,Commercial,,,LA
15560,Commercial,,,LA
50261,Residential,,,LA
25231,Commercial,,,LA
28837,Commercial,,,LA
53975,Residential,,,LA
29149,Commercial,,,LA
34449,Commercial,,,LA
15573,Commercial,,,LA
38262,Residential,,,LA
15576,Commercial,,,LA
54345,Residential,,,LA
51738,Residential,,,LA
33850,Commercial,,,LA
25421,Commercial,,,LA
35747,Commercial,,,LA
51824,Residential,,,LA
30989,Commercial,,,LA
34526,Commercial,,,LA
35828,Commercial,,,LA
34141,Commercial,,,LA
35353,Commercial,,,LA
22661,Commercial,,,LA
51527,Residential,,,LA
53797,Residential,,,LA
19018,Commercial,,,LA
49851,Residential,,,LA
42700,Residential,,,LA
33458,Commercial,,,LA
23832,Commercial,,,LA
35257,Commercial,,,LA
29904,Commercial,,,LA
38274,Residential,,,LA
26663,Commercial,,,LA
49623,Residential,,,LA
49907,Residential,,,LA
50435,Residential,,,LA
54164,Residential,,,LA
52358,Residential,,,LA
16392,Commercial,,,LA
52625,Residential,,,LA
38284,Residential,,,LA
38301,Residential,,,LA
15607,Commercial,,,LA
28210,Commercial,,,LA
52076,Residential,,,LA
15610,Commercial,,,LA
26398,Commercial,,,LA
31369,Commercial,,,LA
15624,Commercial,,,LA
33806,Commercial,,,LA
28744,Commercial,,,LA
29064,Commercial,,,LA
30143,Commercial,,,LA
26808,Commercial,,,LA
51422,Residential,,,LA
15628,Commercial,,,LA
15631,Commercial,,,LA
50730,Residential,,,LA
38318,Residential,,,LA
34300,Commercial,,,LA
49682,Residential,,,LA
35647,Commercial,,,LA
32701,Commercial,,,LA
28503,Commercial,,,LA
35928,Commercial,,,LA
51987,Residential,,,LA
26703,Commercial,,,LA
48898,Residential,,,LA
48123,Residential,,,LA
30660,Commercial,,,LA
51525,Residential,,,LA
31155,Commercial,,,LA
24440,Commercial,,,LA
34045,Commercial,,,LA
32331,Commercial,,,LA
15641,Commercial,,,LA
34179,Commercial,,,LA
44756,Residential,,,LA
32542,Commercial,,,LA
25432,Commercial,,,LA
53982,Residential,,,LA
24258,Commercial,,,LA
52925,Residential,,,LA
33345,Commercial,,,LA
31245,Commercial,,,LA
20128,Commercial,,,LA
38339,Residential,,,LA
21826,Commercial,,,LA
9439,Commercial,,,LA
51839,Residential,,,LA
51704,Residential,,,LA
48186,Residential,,,LA
23587,Commercial,,,LA
48394,Residential,,,LA
48995,Residential,,,LA
13747,Commercial,,,LA
39990,Residential,,,LA
30441,Commercial,,,LA
51031,Residential,,,LA
50994,Residential,,,LA
13574,Commercial,,,LA
48821,Residential,,,LA
49096,Residential,,,LA
50978,Residential,,,LA
50211,Residential,,,LA
40468,Residential,,,LA
53468,Residential,,,LA
50944,Residential,,,LA
23138,Commercial,,,LA
23726,Commercial,,,LA
36064,Commercial,,,LA
50486,Residential,,,LA
15661,Commercial,,,LA
25325,Commercial,,,LA
33611,Commercial,,,LA
15895,Commercial,,,LA
30845,Commercial,,,LA
35559,Commercial,,,LA
48205,Residential,,,LA
15666,Commercial,,,LA
15667,Commercial,,,LA
28156,Commercial,,,LA
32613,Commercial,,,LA
47401,Residential,,,LA
54504,Residential,,,LA
15672,Commercial,,,LA
30601,Commercial,,,LA
15673,Commercial,,,LA
34306,Commercial,,,LA
49893,Residential,,,LA
33436,Commercial,,,LA
33822,Commercial,,,LA
53643,Residential,,,LA
15674,Commercial,,,LA
54316,Residential,,,LA
52976,Residential,,,LA
34013,Commercial,,,LA
15679,Commercial,,,LA
26235,Commercial,,,LA
38360,Residential,,,LA
38366,Residential,,,LA
21245,Commercial,,,LA
32709,Commercial,,,LA
15686,Commercial,,,LA
51842,Residential,,,LA
15687,Commercial,,,LA
35967,Commercial,,,LA
50488,Residential,,,LA
33267,Commercial,,,LA
31438,Commercial,,,LA
34333,Commercial,,,LA
19383,Commercial,,,LA
31519,Commercial,,,LA
43079,Residential,,,LA
15694,Commercial,,,LA
15696,Commercial,,,LA
51478,Residential,,,LA
33384,Commercial,,,LA
15699,Commercial,,,LA
32116,Commercial,,,LA
15701,Commercial,,,LA
15702,Commercial,,,LA
52866,Residential,,,LA
39508,Residential,,,LA
33895,Commercial,,,LA
52830,Residential,,,LA
35705,Commercial,,,LA
50554,Residential,,,LA
54152,Residential,,,LA
15704,Commercial,,,LA
33644,Commercial,,,LA
15707,Commercial,,,LA
15708,Commercial,,,LA
52891,Residential,,,LA
35337,Commercial,,,LA
32083,Commercial,,,LA
32105,Commercial,,,LA
34063,Commercial,,,LA
21079,Commercial,,,LA
48288,Residential,,,LA
15715,Commercial,,,LA
38396,Residential,,,LA
15716,Commercial,,,LA
34420,Commercial,,,LA
54133,Residential,,,LA
54230,Residential,,,LA
15721,Commercial,,,LA
35454,Commercial,,,LA
52593,Residential,,,LA
30738,Commercial,,,LA
33882,Commercial,,,LA
15725,Commercial,,,LA
48265,Residential,,,LA
18063,Commercial,,,LA
50422,Residential,,,LA
50650,Residential,,,LA
49842,Residential,,,LA
14542,Commercial,,,LA
24693,Commercial,,,LA
15731,Commercial,,,LA
54639,Residential,,,LA
20640,Commercial,,,LA
53206,Residential,,,LA
15732,Commercial,,,LA
36180,Commercial,,,LA
30028,Commercial,,,LA
33729,Commercial,,,LA
28160,Commercial,,,LA
15737,Commercial,,,LA
35388,Commercial,,,LA
38427,Residential,,,LA
15740,Commercial,,,LA
22603,Commercial,,,LA
51782,Residential,,,LA
41284,Residential,,,LA
38431,Residential,,,LA
52671,Residential,,,LA
52861,Residential,,,LA
25116,Commercial,,,LA
19064,Commercial,,,LA
32298,Commercial,,,LA
43076,Residential,,,LA
50059,Residential,,,LA
52246,Residential,,,LA
55059,Residential,,,LA
15751,Commercial,,,LA
51316,Residential,,,LA
52188,Residential,,,LA
52617,Residential,,,LA
50201,Residential,,,LA
54216,Residential,,,LA
42464,Residential,,,LA
15755,Commercial,,,LA
32385,Commercial,,,LA
55074,Residential,,,LA
51232,Residential,,,LA
15753,Commercial,,,LA
54693,Residential,,,LA
36223,Commercial,,,LA
53906,Residential,,,LA
15766,Commercial,,,LA
22241,Commercial,,,LA
36515,Commercial,,,LA
28792,Commercial,,,LA
31224,Commercial,,,LA
15768,Commercial,,,LA
28998,Commercial,,,LA
15769,Commercial,,,LA
15770,Commercial,,,LA
33687,Commercial,,,LA
15774,Commercial,,,LA
19389,Commercial,,,LA
52456,Residential,,,LA
34058,Commercial,,,LA
53380,Residential,,,LA
31346,Commercial,,,LA
35706,Commercial,,,LA
24317,Commercial,,,LA
19975,Commercial,,,LA
15785,Commercial,,,LA
15786,Commercial,,,LA
33252,Commercial,,,LA
30750,Commercial,,,LA
32789,Commercial,,,LA
15787,Commercial,,,LA
15788,Commercial,,,LA
15790,Commercial,,,LA
15792,Commercial,,,LA
15795,Commercial,,,LA
48774,Residential,,,LA
32841,Commercial,,,LA
31686,Commercial,,,LA
15796,Commercial,,,LA
25087,Commercial,,,LA
49480,Residential,,,LA
31937,Commercial,,,LA
34138,Commercial,,,LA
15800,Commercial,,,LA
35615,Commercial,,,LA
30048,Commercial,,,LA
36048,Commercial,,,LA
52270,Residential,,,LA
24905,Commercial,,,LA
34081,Commercial,,,LA
49949,Residential,,,LA
15805,Commercial,,,LA
33524,Commercial,,,LA
50724,Residential,,,LA
24462,Commercial,,,LA
48787,Residential,,,LA
34290,Commercial,,,LA
34353,Commercial,,,LA
26541,Commercial,,,LA
32741,Commercial,,,LA
35954,Commercial,,,LA
15815,Commercial,,,LA
36491,Commercial,,,LA
55033,Residential,,,LA
35943,Commercial,,,LA
54642,Residential,,,LA
11736,Commercial,,,LA
53680,Residential,,,LA
35709,Commercial,,,LA
21484,Commercial,,,LA
52480,Residential,,,LA
26266,Commercial,,,LA
26035,Commercial,,,LA
26084,Commercial,,,LA
20355,Commercial,,,LA
31511,Commercial,,,LA
35154,Commercial,,,LA
48641,Residential,,,LA
15828,Commercial,,,LA
50395,Residential,,,LA
38503,Residential,,,LA
38505,Residential,,,LA
15834,Commercial,,,LA
38508,Residential,,,LA
15838,Commercial,,,LA
29169,Commercial,,,LA
33521,Commercial,,,LA
24830,Commercial,,,LA
51650,Residential,,,LA
35839,Commercial,,,LA
50585,Residential,,,LA
24585,Commercial,,,LA
15841,Commercial,,,LA
22720,Commercial,,,LA
55023,Residential,,,LA
30532,Commercial,,,LA
15843,Commercial,,,LA
32863,Commercial,,,LA
32002,Commercial,,,LA
20462,Commercial,,,LA
15852,Commercial,,,LA
15853,Commercial,,,LA
35175,Commercial,,,LA
31787,Commercial,,,LA
54171,Residential,,,LA
31211,Commercial,,,LA
35577,Commercial,,,LA
38514,Residential,,,LA
22509,Commercial,,,LA
28643,Commercial,,,LA
52881,Residential,,,LA
50583,Residential,,,LA
26722,Commercial,,,LA
51136,Residential,,,LA
30245,Commercial,,,LA
32369,Commercial,,,LA
15868,Commercial,,,LA
23770,Commercial,,,LA
31768,Commercial,,,LA
15870,Commercial,,,LA
34964,Commercial,,,LA
20463,Commercial,,,LA
33402,Commercial,,,LA
34284,Commercial,,,LA
51191,Residential,,,LA
35219,Commercial,,,LA
35674,Commercial,,,LA
23142,Commercial,,,LA
28599,Commercial,,,LA
38528,Residential,,,LA
35119,Commercial,,,LA
32516,Commercial,,,LA
38531,Residential,,,LA
50172,Residential,,,LA
30511,Commercial,,,LA
38535,Residential,,,LA
53652,Residential,,,LA
22462,Commercial,,,LA
48583,Residential,,,LA
15887,Commercial,,,LA
20130,Commercial,,,LA
34379,Commercial,,,LA
43039,Residential,,,LA
20646,Commercial,,,LA
33414,Commercial,,,LA
33279,Commercial,,,LA
35668,Commercial,,,LA
21137,Commercial,,,LA
22705,Commercial,,,LA
44016,Residential,,,LA
54725,Residential,,,LA
53178,Residential,,,LA
20980,Commercial,,,LA
25095,Commercial,,,LA
26810,Commercial,,,LA
35913,Commercial,,,LA
36074,Commercial,,,LA
15900,Commercial,,,LA
22484,Commercial,,,LA
31673,Commercial,,,LA
51154,Residential,,,LA
15904,Commercial,,,LA
26497,Commercial,,,LA
22035,Commercial,,,LA
33727,Commercial,,,LA
19641,Commercial,,,LA
52796,Residential,,,LA
33203,Commercial,,,LA
28987,Commercial,,,LA
34160,Commercial,,,LA
29995,Commercial,,,LA
22846,Commercial,,,LA
34621,Commercial,,,LA
30859,Commercial,,,LA
50938,Residential,,,LA
30976,Commercial,,,LA
38563,Residential,,,LA
15909,Commercial,,,LA
35723,Commercial,,,LA
31576,Commercial,,,LA
43803,Residential,,,LA
35541,Commercial,,,LA
30745,Commercial,,,LA
36478,Commercial,,,LA
15913,Commercial,,,LA
53660,Residential,,,LA
50920,Residential,,,LA
21822,Commercial,,,LA
51021,Residential,,,LA
19801,Commercial,,,LA
36135,Commercial,,,LA
20019,Commercial,,,LA
32421,Commercial,,,LA
31653,Commercial,,,LA
33366,Commercial,,,LA
48534,Residential,,,LA
19204,Commercial,,,LA
35217,Commercial,,,LA
20366,Commercial,,,LA
49857,Residential,,,LA
49722,Residential,,,LA
26342,Commercial,,,LA
23978,Commercial,,,LA
34843,Commercial,,,LA
38572,Residential,,,LA
31593,Commercial,,,LA
20132,Commercial,,,LA
51544,Residential,,,LA
30886,Commercial,,,LA
30950,Commercial,,,LA
54618,Residential,,,LA
33951,Commercial,,,LA
34508,Commercial,,,LA
18842,Commercial,,,LA
15928,Commercial,,,LA
35044,Commercial,,,LA
35833,Commercial,,,LA
38573,Residential,,,LA
15930,Commercial,,,LA
35697,Commercial,,,LA
43328,Residential,,,LA
25833,Commercial,,,LA
35795,Commercial,,,LA
50767,Residential,,,LA
47190,Residential,,,LA
15932,Commercial,,,LA
24467,Commercial,,,LA
54445,Residential,,,LA
53091,Residential,,,LA
51203,Residential,,,LA
35477,Commercial,,,LA
23466,Commercial,,,LA
52275,Residential,,,LA
33395,Commercial,,,LA
26098,Commercial,,,LA
35003,Commercial,,,LA
52818,Residential,,,LA
34866,Commercial,,,LA
15942,Commercial,,,LA
31812,Commercial,,,LA
15944,Commercial,,,LA
51028,Residential,,,LA
52831,Residential,,,LA
33707,Commercial,,,LA
30198,Commercial,,,LA
53618,Residential,,,LA
49644,Residential,,,LA
38590,Residential,,,LA
54816,Residential,,,LA
33291,Commercial,,,LA
38592,Residential,,,LA
19442,Commercial,,,LA
28225,Commercial,,,LA
23480,Commercial,,,LA
15953,Commercial,,,LA
38597,Residential,,,LA
42073,Residential,,,LA
38601,Residential,,,LA
31887,Commercial,,,LA
24660,Commercial,,,LA
15960,Commercial,,,LA
54015,Residential,,,LA
35587,Commercial,,,LA
35789,Commercial,,,LA
44883,Residential,,,LA
18840,Commercial,,,LA
21156,Commercial,,,LA
42945,Residential,,,LA
35778,Commercial,,,LA
34622,Commercial,,,LA
15966,Commercial,,,LA
30150,Commercial,,,LA
22431,Commercial,,,LA
34437,Commercial,,,LA
34131,Commercial,,,LA
31724,Commercial,,,LA
24649,Commercial,,,LA
34347,Commercial,,,LA
15968,Commercial,,,LA
47523,Residential,,,LA
19945,Commercial,,,LA
55006,Residential,,,LA
52018,Residential,,,LA
51706,Residential,,,LA
16540,Commercial,,,LA
22419,Commercial,,,LA
54010,Residential,,,LA
33305,Commercial,,,LA
36406,Commercial,,,LA
33478,Commercial,,,LA
30548,Commercial,,,LA
42818,Residential,,,LA
53749,Residential,,,LA
31758,Commercial,,,LA
35569,Commercial,,,LA
35008,Commercial,,,LA
26648,Commercial,,,LA
44804,Residential,,,LA
35917,Commercial,,,LA
15978,Commercial,,,LA
34155,Commercial,,,LA
43475,Residential,,,LA
35805,Commercial,,,LA
22131,Commercial,,,LA
47602,Residential,,,LA
33856,Commercial,,,LA
27971,Commercial,,,LA
24372,Commercial,,,LA
15984,Commercial,,,LA
30207,Commercial,,,LA
32706,Commercial,,,LA
15987,Commercial,,,LA
25447,Commercial,,,LA
51680,Residential,,,LA
34475,Commercial,,,LA
36127,Commercial,,,LA
33828,Commercial,,,LA
15996,Commercial,,,LA
30060,Commercial,,,LA
35875,Commercial,,,LA
33925,Commercial,,,LA
30995,Commercial,,,LA
52735,Residential,,,LA
30319,Commercial,,,LA
30825,Commercial,,,LA
49248,Residential,,,LA
53690,Residential,,,LA
34689,Commercial,,,LA
23999,Commercial,,,LA
53056,Residential,,,LA
19946,Commercial,,,LA
19565,Commercial,,,LA
48442,Residential,,,LA
25821,Commercial,,,LA
23379,Commercial,,,LA
22363,Commercial,,,LA
21411,Commercial,,,LA
16014,Commercial,,,LA
53283,Residential,,,LA
19819,Commercial,,,LA
25084,Commercial,,,LA
23301,Commercial,,,LA
34787,Commercial,,,LA
31945,Commercial,,,LA
25955,Commercial,,,LA
35252,Commercial,,,LA
53889,Residential,,,LA
43455,Residential,,,LA
52067,Residential,,,LA
31824,Commercial,,,LA
52532,Residential,,,LA
23220,Commercial,,,LA
22068,Commercial,,,LA
18843,Commercial,,,LA
49545,Residential,,,LA
50294,Residential,,,LA
26687,Commercial,,,LA
33287,Commercial,,,LA
16026,Commercial,,,LA
29976,Commercial,,,LA
31591,Commercial,,,LA
52147,Residential,,,LA
32688,Commercial,,,LA
35821,Commercial,,,LA
54160,Residential,,,LA
16032,Commercial,,,LA
32544,Commercial,,,LA
33688,Commercial,,,LA
16034,Commercial,,,LA
36113,Commercial,,,LA
31501,Commercial,,,LA
35741,Commercial,,,LA
36530,Commercial,,,LA
54527,Residential,,,LA
31322,Commercial,,,LA
54544,Residential,,,LA
50897,Residential,,,LA
18660,Commercial,,,LA
28342,Commercial,,,LA
35910,Commercial,,,LA
36109,Commercial,,,LA
34263,Commercial,,,LA
51000,Residential,,,LA
48658,Residential,,,LA
33415,Commercial,,,LA
51255,Residential,,,LA
33652,Commercial,,,LA
33022,Commercial,,,LA
49435,Residential,,,LA
38678,Residential,,,LA
34187,Commercial,,,LA
34830,Commercial,,,LA
16048,Commercial,,,LA
42861,Residential,,,LA
16051,Commercial,,,LA
50671,Residential,,,LA
25121,Commercial,,,LA
32500,Commercial,,,LA
35470,Commercial,,,LA
24574,Commercial,,,LA
34711,Commercial,,,LA
16056,Commercial,,,LA
34183,Commercial,,,LA
31790,Commercial,,,LA
38684,Residential,,,LA
28598,Commercial,,,LA
54752,Residential,,,LA
54549,Residential,,,LA
16064,Commercial,,,LA
16066,Commercial,,,LA
51705,Residential,,,LA
30301,Commercial,,,LA
50998,Residential,,,LA
53817,Residential,,,LA
35831,Commercial,,,LA
51325,Residential,,,LA
16074,Commercial,,,LA
51864,Residential,,,LA
25440,Commercial,,,LA
36251,Commercial,,,LA
16077,Commercial,,,LA
52304,Residential,,,LA
16085,Commercial,,,LA
52535,Residential,,,LA
33350,Commercial,,,LA
31291,Commercial,,,LA
26870,Commercial,,,LA
30197,Commercial,,,LA
16088,Commercial,,,LA
51843,Residential,,,LA
16091,Commercial,,,LA
53147,Residential,,,LA
38699,Residential,,,LA
28952,Commercial,,,LA
30808,Commercial,,,LA
16094,Commercial,,,LA
16095,Commercial,,,LA
36091,Commercial,,,LA
38705,Residential,,,LA
38707,Residential,,,LA
22896,Commercial,,,LA
18817,Commercial,,,LA
16099,Commercial,,,LA
30340,Commercial,,,LA
19396,Commercial,,,LA
33448,Commercial,,,LA
30841,Commercial,,,LA
16103,Commercial,,,LA
23659,Commercial,,,LA
30093,Commercial,,,LA
38714,Residential,,,LA
22535,Commercial,,,LA
49879,Residential,,,LA
35184,Commercial,,,LA
52810,Residential,,,LA
20854,Commercial,,,LA
20377,Commercial,,,LA
16115,Commercial,,,LA
36409,Commercial,,,LA
32130,Commercial,,,LA
30387,Commercial,,,LA
33212,Commercial,,,LA
16118,Commercial,,,LA
40152,Residential,,,LA
25134,Commercial,,,LA
